Attribute,Commodity,Process,Period,Region,Vintage,TimeSlice,UserConstraint,Value,Scenario,Variable,ProcessGroup,Description,CommodityGroup,SectorGroup,Sector,EndUse
VAR_FOut,PULP-HEATX-PH_INT,IMPDEMZ,2029,NI,2029,ANNUAL,-,2.14354655679964,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Pulp and Paper,"Intermediate Heat (100-300 C), Process Requirements"
VAR_FOut,PULP-LIGHT-LIGHT,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.002356158,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Pulp and Paper,Lighting
VAR_FOut,PULP-MOTOR-MTV_STA,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.032481486,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Pulp and Paper,"Motive Power, Stationary"
VAR_FOut,PULP-PUMP-PUMP,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0269847072000003,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Pulp and Paper,Pumping
VAR_FOut,PULP-REFIN-REFIN,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.12292317,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Pulp and Paper,Refiners
VAR_FOut,PULP-SH_LOW,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0001285296,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Pulp and Paper,"Low Temperature Heat (<100 C), Space Heating"
VAR_FOut,STEEL-BOILR-WH_LOW,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0035502786000004,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,"Low Temperature Heat (<100 C), Water Heating"
VAR_FOut,STEEL-BURNR-PH_INT,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0180584352000002,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,"Intermediate Heat (100-300 C), Process Requirements"
VAR_FOut,STEEL-ELCTR-ELCTR,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.135458568,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,Electronics and Other Electrical Uses
VAR_FOut,STEEL-FDSTK-FDSTK,IMPDEMZ,2029,NI,2029,ANNUAL,-,9.86399999999999,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,Feedstock
VAR_FOut,STEEL-FRIDG-FRIDG,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0793552710000006,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,Refrigeration
VAR_FOut,STEEL-FURNC-ISTEEL,IMPDEMZ,2029,NI,2029,ANNUAL,-,1.1880714528,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,Iron and Steel Manufacturing
VAR_FOut,STEEL-FURNC-PH_HIGH,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.6225443952,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,"High Temperature Heat (>300 C), Process Requirements"
VAR_FOut,STEEL-HEATR-PH_LOW,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0040252199341286,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,"Low Temperature Heat (<100 C), Process Requirements"
VAR_FOut,STEEL-IOVEN-PH_HIGH,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.060606573,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,"High Temperature Heat (>300 C), Process Requirements"
VAR_FOut,STEEL-LIGHT-LIGHT,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0554958540000001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,Lighting
VAR_FOut,STEEL-MOTOR-ISTEEL,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.473179374,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,Iron and Steel Manufacturing
VAR_FOut,STEEL-MOTOR-MTV_STA,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.6106763826,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Iron & Steel,"Motive Power, Stationary"
VAR_FOut,T_F_Rail,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.318717554071855,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Transport,Rail Transport,Freight Rail
VAR_FOut,T_P_Rail,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.11106232426224,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Transport,Rail Transport,Passenger Rail
VAR_FOut,UREA -BOILR-PH_HIGH,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.982170438,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Urea,"High Temperature Heat (>300 C), Process Requirements"
VAR_FOut,UREA -COMPR-MTV_STA,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.53918145,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Urea,"Motive Power, Stationary"
VAR_FOut,UREA -FDSTK-FDSTK,IMPDEMZ,2029,NI,2029,ANNUAL,-,2.121885528,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Urea,Feedstock
VAR_FOut,WOOD-ACOMP-COMP_AIR,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0413239462500005,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,Compressed Air
VAR_FOut,WOOD-BOILR-PH_INT,IMPDEMZ,2029,NI,2029,ANNUAL,-,6.47867460186,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,"Intermediate Heat (100-300 C), Process Requirements"
VAR_FOut,WOOD-BOILR-PH_LOW,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.17149376664,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,"Low Temperature Heat (<100 C), Process Requirements"
VAR_FOut,WOOD-BURNR-PH_INT,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.000650514,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,"Intermediate Heat (100-300 C), Process Requirements"
VAR_FOut,WOOD-ELCTR-ELCTR,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.004446774,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,Electronics and Other Electrical Uses
VAR_FOut,WOOD-FAN-FAN,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.366564821249999,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,Fans
VAR_FOut,WOOD-FURNC-PH_LOW,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0793070016000005,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,"Low Temperature Heat (<100 C), Process Requirements"
VAR_FOut,WOOD-HEATX-PH_INT,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.3050985167994,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,"Intermediate Heat (100-300 C), Process Requirements"
VAR_FOut,WOOD-HPPH-PH_LOW,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0009621880000006,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,"Low Temperature Heat (<100 C), Process Requirements"
VAR_FOut,WOOD-LIGHT-LIGHT,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0699801840000004,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,Lighting
VAR_FOut,WOOD-MOTOR-MTV_STA,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.3532091778,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,"Motive Power, Stationary"
VAR_FOut,WOOD-PUMP-PUMP,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.0664154676000005,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,Pumping
VAR_FOut,WOOD-REFIN-REFIN,IMPDEMZ,2029,NI,2029,ANNUAL,-,0.13064145,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Wood Products,Refiners
VAR_FOut,ADCF-IRG,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.21756285306,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Dairy Cattle Farming,Irrigation
VAR_FOut,ADCF-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0043631644,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Dairy Cattle Farming,Lighting
VAR_FOut,ADCF-MoTP-Mob,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0989404748983255,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Dairy Cattle Farming,"Motive Power, Mobile"
VAR_FOut,ADCF-MoTP-Stat,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.22031868572,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Dairy Cattle Farming,"Motive Power, Stationary"
VAR_FOut,ADCF-PUMP,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.330211914666667,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Dairy Cattle Farming,Pumping
VAR_FOut,ADCF-RFGR,IMPDEMZ,2030,NI,2030,ANNUAL,-,1.0320632035,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Dairy Cattle Farming,Refrigeration
VAR_FOut,ADCF-WH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.588329909562498,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Dairy Cattle Farming,"Low Temperature Heat (<100 C), Water Heating"
VAR_FOut,AFISH-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.000901789,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing","Fishing, Hunting and Trapping",Lighting
VAR_FOut,AFISH-MoTP-Mob,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.036693423270001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing","Fishing, Hunting and Trapping","Motive Power, Mobile"
VAR_FOut,AFISH-MoTP-Stat,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0006314179200004,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing","Fishing, Hunting and Trapping","Motive Power, Stationary"
VAR_FOut,AFISH-OTH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.001932912,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing","Fishing, Hunting and Trapping",Electronics and Other Electrical Uses
VAR_FOut,AFISH-RFGR,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.067627917,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing","Fishing, Hunting and Trapping",Refrigeration
VAR_FOut,AFORE-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0040789952,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Forestry and Logging,Lighting
VAR_FOut,AFORE-MoTP-Mob,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0618961706300007,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Forestry and Logging,"Motive Power, Mobile"
VAR_FOut,AFORE-MoTP-Stat,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0587123292700004,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Forestry and Logging,"Motive Power, Stationary"
VAR_FOut,AFORE-OTH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.003017097,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Forestry and Logging,Electronics and Other Electrical Uses
VAR_FOut,AFORE-PH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0001634108,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Forestry and Logging,"Intermediate Heat (100-300 C), Process Requirements"
VAR_FOut,AHORT-IRG,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0792945725600001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Horticulture (Outdoor),Irrigation
VAR_FOut,AHORT-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0095653446,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Horticulture (Outdoor),Lighting
VAR_FOut,AHORT-MoTP-Mob,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.053277564009559,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Horticulture (Outdoor),"Motive Power, Mobile"
VAR_FOut,AHORT-MoTP-Stat,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0097061034000001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Horticulture (Outdoor),"Motive Power, Stationary"
VAR_FOut,AINDC-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0013074782,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Indoor Cropping,Lighting
VAR_FOut,AINDC-MoTP-Stat,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0026149536000002,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Indoor Cropping,"Motive Power, Stationary"
VAR_FOut,AINDC-SH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.3978714327,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Indoor Cropping,"Low Temperature Heat (<100 C), Space Heating"
VAR_FOut,ALIVE-IRG,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0476305560500001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Livestock Farming,Irrigation
VAR_FOut,ALIVE-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.010390569,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Livestock Farming,Lighting
VAR_FOut,ALIVE-MoTP-Mob,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.126375268306618,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Livestock Farming,"Motive Power, Mobile"
VAR_FOut,AOTH-MoTP-Stat,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.00026322702,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Other Agriculture,"Motive Power, Stationary"
VAR_FOut,AOTH-PH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.32441752518,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Other Agriculture,"Intermediate Heat (100-300 C), Process Requirements"
VAR_FOut,AOTH-SH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.027447186666667,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,"Agriculture, Forestry, and Fishing",Other Agriculture,"Low Temperature Heat (<100 C), Space Heating"
VAR_FOut,CHEM-BOILR-PH_HIGH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.78152244324,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Chemicals (excl. Urea and Methanol),"High Temperature Heat (>300 C), Process Requirements"
VAR_FOut,CHEM-BURNR-PH_HIGH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.1395160256,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Chemicals (excl. Urea and Methanol),"High Temperature Heat (>300 C), Process Requirements"
VAR_FOut,CHEM-ELCTR-ELCTR,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0015472800000001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Chemicals (excl. Urea and Methanol),Electronics and Other Electrical Uses
VAR_FOut,CHEM-FURNC-PH_HIGH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0658685552000003,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Chemicals (excl. Urea and Methanol),"High Temperature Heat (>300 C), Process Requirements"
VAR_FOut,CHEM-FURNC-PH_INT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0778162168000001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Chemicals (excl. Urea and Methanol),"Intermediate Heat (100-300 C), Process Requirements"
VAR_FOut,CHEM-HEATR-PH_INT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0687332006666569,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Chemicals (excl. Urea and Methanol),"Intermediate Heat (100-300 C), Process Requirements"
VAR_FOut,CHEM-LIGHT-LIGHT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0165289670000001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Chemicals (excl. Urea and Methanol),Lighting
VAR_FOut,CHEM-MOTOR-MTV_STA,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.8814206835,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Chemicals (excl. Urea and Methanol),"Motive Power, Stationary"
VAR_FOut,CHEM-SH_LOW,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0083226033333342,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Chemicals (excl. Urea and Methanol),"Low Temperature Heat (<100 C), Space Heating"
VAR_FOut,CNST-ELCTR-ELCTR,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0106608250000004,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Construction,Electronics and Other Electrical Uses
VAR_FOut,CNST-ENGIN-MTV_STA,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0833141981000005,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Construction,"Motive Power, Stationary"
VAR_FOut,CNST-ICENG-MTV_MOB,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.44393114885,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Construction,"Motive Power, Mobile"
VAR_FOut,CNST-LIGHT-LIGHT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0878742970000001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Construction,Lighting
VAR_FOut,CNST-MOTOR-MTV_STA,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.4232434059,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Construction,"Motive Power, Stationary"
VAR_FOut,CNST-SH_LOW,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.154988523447152,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Industry,Construction,"Low Temperature Heat (<100 C), Space Heating"
VAR_FOut,C_DATA-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0020866537,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Data Centre,Lighting
VAR_FOut,C_DATA-OTH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.53712288,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Data Centre,Electronics and Other Electrical Uses
VAR_FOut,C_DATA-SC,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.264247200000001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Data Centre,Space Cooling
VAR_FOut,C_EDU-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0694645188500001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Education,Lighting
VAR_FOut,C_EDU-MPM,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0004704980000001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Education,"Motive Power, Mobile"
VAR_FOut,C_EDU-MPS,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0056116178300001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Education,"Motive Power, Stationary"
VAR_FOut,C_EDU-OTH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.080285931,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Education,Electronics and Other Electrical Uses
VAR_FOut,C_EDU-RF,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.00251680275,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Education,Refrigeration
VAR_FOut,C_EDU-SC,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.2498867455,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Education,Space Cooling
VAR_FOut,C_EDU-SH,IMPDEMZ,2030,NI,2030,ANNUAL,-,1.01759899294667,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Education,"Low Temperature Heat (<100 C), Space Heating"
VAR_FOut,C_EDU-WH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0536050764375009,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Education,"Low Temperature Heat (<100 C), Water Heating"
VAR_FOut,C_HLTH-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.06163128345,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Healthcare,Lighting
VAR_FOut,C_HLTH-MPM,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0005326769,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Healthcare,"Motive Power, Mobile"
VAR_FOut,C_HLTH-MPS,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0429010155000002,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Healthcare,"Motive Power, Stationary"
VAR_FOut,C_HLTH-OTH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.208299222,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Healthcare,Electronics and Other Electrical Uses
VAR_FOut,C_HLTH-PH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.189774628680001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Healthcare,"Intermediate Heat (100-300 C), Process Requirements"
VAR_FOut,C_HLTH-RF,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.10118163825,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Healthcare,Refrigeration
VAR_FOut,C_HLTH-SC,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.4987758265,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Healthcare,Space Cooling
VAR_FOut,C_HLTH-SH,IMPDEMZ,2030,NI,2030,ANNUAL,-,1.08255937862333,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Healthcare,"Low Temperature Heat (<100 C), Space Heating"
VAR_FOut,C_HLTH-WH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.223510829325001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Healthcare,"Low Temperature Heat (<100 C), Water Heating"
VAR_FOut,C_OFFC-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.35248977825,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Office Blocks,Lighting
VAR_FOut,C_OFFC-MPM,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0807558025400003,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Office Blocks,"Motive Power, Mobile"
VAR_FOut,C_OFFC-MPS,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.3165001371,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Office Blocks,"Motive Power, Stationary"
VAR_FOut,C_OFFC-OTH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.97350723,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Office Blocks,Electronics and Other Electrical Uses
VAR_FOut,C_OFFC-SC,IMPDEMZ,2030,NI,2030,ANNUAL,-,2.582530937,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Office Blocks,Space Cooling
VAR_FOut,C_OFFC-SH,IMPDEMZ,2030,NI,2030,ANNUAL,-,3.00171269169333,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Office Blocks,"Low Temperature Heat (<100 C), Space Heating"
VAR_FOut,C_OFFC-WH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.413552153962502,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Office Blocks,"Low Temperature Heat (<100 C), Water Heating"
VAR_FOut,C_OTH-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0940245392000004,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Other,Lighting
VAR_FOut,C_OTH-MPM,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.241155146400001,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Other,"Motive Power, Mobile"
VAR_FOut,C_OTH-MPS,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.1975212666,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Other,"Motive Power, Stationary"
VAR_FOut,C_OTH-OTH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.242947053,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Other,Electronics and Other Electrical Uses
VAR_FOut,C_OTH-PH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.086680533333334,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Other,"Intermediate Heat (100-300 C), Process Requirements"
VAR_FOut,C_OTH-PUMP,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0139768839000005,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Other,Pumping
VAR_FOut,C_OTH-SC,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.651687554,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Other,Space Cooling
VAR_FOut,C_OTH-SH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.74506308128,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Other,"Low Temperature Heat (<100 C), Space Heating"
VAR_FOut,C_OTH-WH,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.387987566925002,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,Other,"Low Temperature Heat (<100 C), Water Heating"
VAR_FOut,C_WSR-CK,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.570026232405002,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,WSR,"Intermediate Heat (100-300 C), Cooking"
VAR_FOut,C_WSR-LT,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.32558591665,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,WSR,Lighting
VAR_FOut,C_WSR-MPM,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.0117149884600002,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,WSR,"Motive Power, Mobile"
VAR_FOut,C_WSR-MPS,IMPDEMZ,2030,NI,2030,ANNUAL,-,0.8188823664,traditional-v3_0_0,Production,Production,Infeasible Demand,Demand,Commercial,WSR,"Motive Power, Stationary"
